,act_no,access_count,SEX_F,SEX_M,age_group,income_group,account_age,LIFESTAGE_1,LIFESTAGE_2,LIFESTAGE_3,LIFESTAGE_4,LIFESTAGE_5,LIFESTAGE_6,LIFESTAGE_7,LIFESTAGE_8,LIFESTAGE_9,LIFESTAGE_10,nh_level,invest_exp_group,HOLDINGS_TYPE_1.0,HOLDINGS_TYPE_2.0,HOLDINGS_TYPE_3.0,HOLDINGS_TYPE_4.0,loyalty,SECTOR_1.0,SECTOR_2.0,SECTOR_3.0,SECTOR_4.0,SECTOR_5.0,SECTOR_6.0,SECTOR_7.0,SECTOR_8.0,SECTOR_9.0,SECTOR_10.0,SECTOR_11.0,SECTOR_12.0,SECTOR_13.0,SECTOR_14.0,SECTOR_15.0,SECTOR_16.0,kr_stock_yn,overseas_stock_yn,risk_tolerance,sophistication,stock_wealth_level,trading_frequency,peak_asset_value,value_weighted_volatility,leverage,TOTAL_DURATION,TOTAL_VIEW_CNT,TOTAL_FOREIGN,TOTAL_ADV,TOTAL_AI,TOTAL_NTP,TOTAL_MAT
106,123,5,1,0,6,1,8224,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,13815560,77.1438,0,6268081,46,376461,0,0,0,0
107,124,1,1,0,6,1,1715,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,30428437,43.20010677,0,_,_,_,_,_,_,_
108,125,3,0,1,7,1,1604,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,2,55509985,43.26552836,0,112848,14,0,0,0,0,0
109,126,6,1,0,2,1,1505,0,1,0,0,0,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,16176310,56.22655745,0,1340352,42,108,0,0,0,0
110,127,6,1,0,6,1,920,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,11,124104193,27.79923336,0,5911581,603,123,0,0,0,49
111,128,6,0,1,5,1,798,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,10882648,59.35053907,0,5730667,525,3529,0,0,0,23232
112,129,4,1,0,3,1,749,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,6429383,35.88664386,0,56478,12,45657,0,0,0,25614
113,131,6,0,1,4,1,610,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,2,9047667,26.75418297,0,31529,7,31529,0,0,0,0
114,132,6,0,1,4,1,606,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,24632151,31.21776402,0,44171696,2280,7613,46543,25244,0,186788
115,133,6,0,1,5,1,597,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,2,3,10327466,68.7969,0,1771105,19,1502164,0,0,0,0
116,134,6,1,0,5,1,596,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,40783241,49.37627677,0,2036254,26,2703,0,0,0,634
117,135,4,1,0,2,1,559,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,188106,37.0904,0,6136,3,0,0,0,0,0
118,136,3,0,1,4,1,151,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,12359434,37.5329645,0,6314688,187,213,111,0,115,2329
119,138,6,1,0,9,2,9411,0,0,0,0,0,0,0,0,1,0,5,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,8,122306352,60.37508611,106443740,1819743,340,307,0,0,0,0
120,139,6,0,1,9,1,6269,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,51144551,32.77601505,0,_,_,_,_,_,_,_
121,140,6,0,1,8,1,7925,0,0,0,0,1,0,0,0,0,0,4,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,57973199,32.7556509,0,33936806,2567,73191,0,0,0,90117
122,141,3,0,1,7,1,7693,0,0,0,0,1,0,0,0,0,0,5,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,7,184287296,67.97465955,0,280,1,0,0,0,0,0
123,142,3,1,0,7,1,6259,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,4640816,26.48211266,0,118472,17,0,0,0,0,0
124,143,6,0,1,5,1,1779,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,10,34681468,78.5933951,15715000,71320843,1670,1277,0,0,0,24504
125,144,6,0,1,1,1,939,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2389737,22.65729444,0,8131790,310,20286,216033,0,51101,157
126,145,6,1,0,3,1,933,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,2126793,24.12879856,0,1035764,152,823,0,0,0,0
127,147,6,0,1,5,1,732,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,6,926067,56.6443,0,7606517,275,3805,0,0,0,31023
128,148,2,0,1,5,1,657,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,3,1559732,24.2720784,0,343027,11,328663,0,0,0,0
129,149,6,1,0,1,1,619,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,784669,33.9518,0,13981407,191,146,0,0,0,0
130,154,6,0,1,9,1,6588,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,122154,21.6237,0,43809471,6207,225,20836,0,0,696788
131,155,6,1,0,7,1,11526,0,0,0,0,0,1,0,0,0,0,5,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,8,58152072,32.97295074,0,915128,43,448,0,0,0,102
132,156,6,0,1,6,1,2564,0,0,0,0,0,0,1,0,0,0,3,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,4,10,121767011,60.64808252,0,9201666,681,0,488771,0,0,18
133,157,5,0,1,6,1,1761,0,0,0,0,1,0,0,0,0,0,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,23470484,32.69294781,0,59777,1,0,0,0,0,0
134,159,2,1,0,2,1,626,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1890000,38.938727,0,459,4,73,0,0,0,0
135,160,6,1,0,3,1,619,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,4509758,49.76084943,0,6646883,157,0,0,0,0,0
136,161,6,0,1,7,1,584,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,2,7,12060887,62.23181686,0,136762,17,45,45,0,0,0
137,163,6,0,1,5,1,550,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,11,22926485,41.9048997,0,164823366,4825,1427870,0,0,0,895
138,164,6,1,0,6,1,514,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,9,1639456,69.54226385,0,1282844,93,0,0,0,0,63
139,165,6,1,0,2,1,402,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,4059997,23.42690428,0,1573605,59,15022,14904,0,0,0
140,166,6,1,0,2,1,397,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,7,12329379,22.54924407,0,11486,11,6526,4685,0,0,55
141,167,5,1,0,1,1,310,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,847937,22.6134,0,_,_,_,_,_,_,_
142,168,5,1,0,8,1,223,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,9,3484761,21.4687,0,18777,7,0,0,0,0,253
143,169,6,0,1,8,6,8471,0,0,0,0,0,0,1,0,0,0,5,6,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,10,68047428,63.7349279,0,3307094,166,0,0,0,0,0
144,171,6,1,0,6,1,4883,0,0,0,0,1,0,0,0,0,0,5,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,10,101160770,40.61393865,5892000,38088188,1469,3318,0,0,115,81
145,173,1,0,1,1,1,1103,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2462914,21.70558906,0,_,_,_,_,_,_,_
146,174,2,1,0,5,1,1061,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,210686,33.653,0,_,_,_,_,_,_,_
147,175,6,0,1,2,1,920,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,9207181,39.31533428,0,4053469,144,8121,403,0,27240,114
148,176,6,0,1,2,1,883,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,23839625,40.51506201,0,37215762,577,2432560,18765,0,0,1590
149,177,6,0,1,3,1,758,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,2,9,6405846,57.81083836,0,32723318,507,3219,0,0,0,28
150,178,6,0,1,4,1,730,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,9,6782111,22.06771527,0,373776,105,23765,0,0,0,58
151,179,6,1,0,5,1,645,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,111368,78.932,0,265524027,2434,360958,2754411,0,0,64
152,180,6,0,1,5,1,604,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,15441417,50.49217281,0,9807490,459,8422228,130986,0,0,1213
153,181,2,0,1,9,1,564,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,283500,61.49724654,0,_,_,_,_,_,_,_
154,182,6,0,1,4,1,513,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,19068639,49.71618293,0,8608,3,0,0,0,0,0
155,183,6,1,0,5,1,426,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,3,587908,115.4337187,0,66777460,463,64054,0,0,0,0
156,186,4,1,0,9,1,10985,0,0,0,0,0,0,0,0,1,0,5,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,7,207749107,34.95375283,0,_,_,_,_,_,_,_
157,187,2,0,1,5,1,5208,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,2,181692,15.05680721,0,55178,3,97,0,0,0,0
158,188,6,0,1,5,1,1554,0,0,0,0,0,0,1,0,0,0,5,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,11,53821508,77.49248659,38399000,420661718,2789,29685,2271821,0,0,381
159,189,6,0,1,1,1,1059,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,8,6755100,62.49929053,0,1859763,11,0,0,0,0,0
160,191,6,1,0,2,1,906,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,9,5180891,24.97883425,0,189101,43,66907,0,0,0,0
161,192,6,1,0,8,1,618,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,23940098,52.8718852,0,21059981,1266,122,39,0,0,645760
162,193,6,0,1,2,1,606,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,2,43650545,74.8353,0,110719958,1914,109862009,90792,0,143861,231
163,194,1,1,0,1,1,594,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,363104,25.7568,0,_,_,_,_,_,_,_
164,195,6,1,0,3,1,579,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,9,7640050,24.81112548,0,1100317,37,58914,0,0,0,0
165,196,6,1,0,1,1,430,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,3729399,60.07591003,0,332792,13,0,0,0,0,0
166,198,6,1,0,6,1,308,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,968531,63.51372186,0,341276,61,63529,0,2934,0,122
167,199,3,1,0,1,1,214,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,20322420,23.2385861,0,1785562,6,0,0,0,0,0
168,201,6,1,0,5,1,8386,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,3425630,5.594568924,0,18049,2,0,0,0,0,0
169,202,6,0,1,4,1,1180,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,6,74004941,49.99641242,0,54011910,263,372,0,0,0,1225
170,203,6,0,1,7,1,1838,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,660508,48.75274529,0,703774,14,0,0,0,0,45
171,204,4,0,1,5,1,1467,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,28793346,49.63404753,0,145073,4,0,0,0,0,0
172,205,6,0,1,8,2,1359,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,9,37137811,34.81705907,80880000,30396146,4464,16224905,0,0,0,107
173,206,6,0,1,3,1,563,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,8,49073030,35.14856618,0,33948636,1436,17899878,527358,0,186,12231
174,207,4,0,1,1,1,885,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,385679,30.55968674,0,694572,21,0,0,0,0,0
175,208,1,0,1,1,1,669,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,2065377,32.46283315,0,_,_,_,_,_,_,_
176,209,6,1,0,6,1,632,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,6,45278148,70.57803376,0,31727,35,0,0,0,0,0
177,210,6,0,1,6,1,585,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,18293942,48.93019702,0,18814322,1528,0,1863,0,0,7362
178,211,4,1,0,6,1,566,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2007205,42.01424559,0,_,_,_,_,_,_,_
179,212,6,0,1,2,1,564,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,9,5600984,49.20694478,0,16660589,444,2864,0,0,0,0
180,213,6,0,1,5,1,563,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,534161,28.17950027,0,64902,6,0,0,0,0,0
181,214,2,1,0,4,1,237,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4625,57.0617,0,113,1,113,0,0,0,0
182,215,6,1,0,8,1,3853,0,0,0,0,0,0,0,1,0,0,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,6,34778396,31.40002005,0,3310,4,116,0,0,0,0
183,217,6,1,0,4,1,1052,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,6292660,42.68756312,0,8314696,335,145,0,0,0,13
184,218,2,1,0,2,1,923,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,2,21717251,37.21061974,0,_,_,_,_,_,_,_
185,219,6,0,1,6,1,755,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,17842062,45.3966241,0,492675,11,123,0,0,0,0
186,220,6,1,0,1,1,706,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,1860094,34.83501381,0,2480524,73,16439,0,0,0,325
187,221,6,1,0,7,1,669,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,4016880,73.61091444,0,4309691,58,0,0,0,0,0
188,222,6,1,0,4,1,641,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2276285,25.14510225,0,304525,57,0,0,0,0,120
189,223,6,0,1,2,1,620,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,5,4380321,22.80104035,0,4668345,53,2320075,1836,0,0,0
190,224,6,1,0,5,1,578,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,16912162,22.40928723,0,15917110,545,0,0,0,0,0
191,226,2,1,0,8,1,514,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,6449901,23.59082578,0,40489,1,0,0,0,0,0
192,227,6,0,1,7,1,416,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,3,10,64900238,113.1152054,0,15085814,1036,578,0,0,0,0
193,228,6,1,0,6,1,400,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,3945419,49.5893,0,43955,17,0,0,0,0,0
194,229,2,1,0,2,1,343,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1100150,21.4687,0,586885,47,10261,0,0,0,40
195,230,6,1,0,7,1,8138,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,18173028,37.99319103,0,21338480,958,3975441,28609,0,99,16693
196,231,6,1,0,1,1,5306,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,7,9120804,22.81874924,0,68705,5,0,0,0,0,0
197,232,6,0,1,5,1,5012,0,0,0,0,1,0,0,0,0,0,5,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,2,60938528,34.70262953,0,541329,27,541329,0,0,0,0
198,233,6,1,0,4,1,1705,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,11,19530889,51.05993536,0,35172055,2762,79106,0,0,0,127038
199,234,6,1,0,5,1,2845,0,0,0,0,0,1,0,0,0,0,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,9,31149381,33.31014481,0,2176397,63,0,0,0,0,0
200,235,6,0,1,5,1,535,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,9,27574633,35.31689406,0,50503879,3355,372581,0,0,0,24448
201,236,6,0,1,4,1,1983,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,6,10985830,29.61119894,0,1143401,107,8007,0,0,0,36
202,237,6,1,0,7,1,918,0,0,0,0,1,0,0,0,0,0,5,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,4,11,147125059,44.81262452,0,35788821,2958,1664029,114821,142964,161,496408
203,238,6,0,1,3,1,767,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,7,9827201,33.59577936,0,1378450,174,0,0,0,0,0
204,239,2,0,1,1,1,652,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,7,2796298,23.29905056,0,687398,7,0,0,0,0,0
205,240,6,1,0,2,1,575,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,8,12151751,35.13343438,0,77914,15,18098,0,0,0,133
206,242,6,0,1,2,1,515,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,8,664927,24.08303151,0,122166,81,0,1419,0,0,0
207,243,6,1,0,6,1,515,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,8,9262015,24.56524176,0,945626,43,94369,0,0,48056,37
208,244,6,1,0,4,1,5945,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,7,52887072,28.96069051,0,5903514,20,0,0,0,0,0
209,245,3,0,1,8,1,7058,0,0,0,0,1,0,0,0,0,0,5,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,3193,1.133216505,0,_,_,_,_,_,_,_
210,246,6,1,0,4,1,4741,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,2286487,40.46006916,0,3518764,153,103,0,0,0,28
211,247,4,1,0,6,1,460,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,3,177600,31.4172,0,_,_,_,_,_,_,_
212,248,1,1,0,6,1,1600,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,1,2,280837,46.8381,0,_,_,_,_,_,_,_
213,249,6,0,1,4,1,983,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,8,913137,21.74986281,0,326325,32,133,0,0,0,0
214,250,6,0,1,2,1,911,0,1,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,7776545,42.56598528,0,208562962,2873,641825,2959026,0,0,1936831
